2017-06-02 13:25:00,61,68,70,72,73,69,68
2017-06-02 13:30:00,65,77,84,76,70,72,74
2017-06-02 13:35:00,63,73,79,74,74,69,64
2017-06-02 13:40:00,68,72,78,70,71,73,68
2017-06-02 13:45:00,65,69,73,69,68,71,70
2017-06-02 13:50:00,64,71,78,71,69,65,62
2017-06-02 13:55:00,63,50,81,68,65,72,67
2017-06-02 14:00:00,59,69,84,74,62,68,65
2017-06-02 14:05:00,61,69,68,71,62,67,71
2017-06-02 14:10:00,61,71,76,67,66,71,60
2017-06-02 14:15:00,72,70,76,62,67,70,64
2017-06-02 14:20:00,64,67,79,71,67,73,67
2017-06-02 14:25:00,65,0,80,69,65,75,69
2017-06-02 14:30:00,71,59,81,69,0,75,65
2017-06-02 14:35:00,61,69,70,68,68,69,62
2017-06-02 14:40:00,71,75,80,66,87,67,64
2017-06-02 14:45:00,76,71,76,75,65,74,72
2017-06-02 14:50:00,62,82,76,74,87,72,73
2017-06-02 14:55:00,0,78,76,78,65,73,59
2017-06-02 15:00:00,78,82,84,72,73,67,82
2017-06-02 15:05:00,67,75,77,72,75,70,70
2017-06-02 15:10:00,72,72,81,71,77,75,64
2017-06-02 15:15:00,65,71,72,70,66,68,71
2017-06-02 15:20:00,61,73,78,70,70,71,72
2017-06-02 15:25:00,66,74,82,70,67,76,76
2017-06-02 15:30:00,71,65,77,74,56,73,71
2017-06-02 15:35:00,63,69,82,73,75,70,82
2017-06-02 15:40:00,74,68,73,70,85,70,70
2017-06-02 15:45:00,65,67,80,67,69,73,64
2017-06-02 15:50:00,69,72,77,74,0,68,73
2017-06-02 15:55:00,71,66,81,72,0,73,70
2017-06-02 16:00:00,60,65,71,68,69,68,60
2017-06-02 16:05:00,76,77,76,63,80,66,66
2017-06-02 16:10:00,61,72,75,68,71,69,56
2017-06-02 16:15:00,71,74,77,63,64,69,76
2017-06-02 16:20:00,71,78,80,69,0,72,74
2017-06-02 16:25:00,67,67,73,70,71,63,66
2017-06-02 16:30:00,74,64,76,73,73,70,71
2017-06-02 16:35:00,78,77,71,69,81,70,74
2017-06-02 16:40:00,66,66,74,74,70,67,74
2017-06-02 16:45:00,74,69,72,74,67,73,72
2017-06-02 16:50:00,74,65,79,71,62,78,69
2017-06-02 16:55:00,85,68,80,66,66,70,67
2017-06-02 17:00:00,76,74,82,77,62,72,74
2017-06-02 17:05:00,69,70,75,68,77,73,71
2017-06-02 17:10:00,62,67,83,72,73,73,73
2017-06-02 17:15:00,64,66,71,70,0,72,76
2017-06-02 17:20:00,56,71,84,68,0,77,65
2017-06-02 17:25:00,80,71,65,67,71,67,71
2017-06-02 17:30:00,76,0,83,76,67,71,74
2017-06-02 17:35:00,77,68,79,80,63,76,90
2017-06-02 17:40:00,65,68,82,74,69,72,74
2017-06-02 17:45:00,0,72,83,77,79,76,68
2017-06-02 17:50:00,71,68,79,63,69,75,68
2017-06-02 17:55:00,65,70,80,72,68,73,0
2017-06-02 18:00:00,72,70,82,73,66,67,67
2017-06-02 18:05:00,65,67,80,69,76,66,67
2017-06-02 18:10:00,77,78,82,72,64,70,76
2017-06-02 18:15:00,70,59,79,71,0,67,66
2017-06-02 18:20:00,68,82,87,69,0,76,68
2017-06-02 18:25:00,71,65,83,87,65,71,75
2017-06-02 18:30:00,72,76,77,68,63,74,71
2017-06-02 18:35:00,74,70,82,74,0,68,71
2017-06-02 18:40:00,0,75,78,77,62,72,72
2017-06-02 18:45:00,71,83,83,70,73,75,67
2017-06-02 18:50:00,70,76,77,67,65,69,66
2017-06-02 18:55:00,69,64,78,73,0,74,80
2017-06-02 19:00:00,72,68,68,70,0,76,64
2017-06-02 19:05:00,68,71,72,76,67,71,73
2017-06-02 19:10:00,69,71,78,65,45,72,59
